venue,year,paper_type,title,speakers,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,youtube_id,session_name,award,notes,speaker,scheduled_date,scheduled_time,duration_minutes
QIP,2026,contributed,Layer codes as partially self-correcting quantum memories,,Shouzhen Gu;Libor Caha;Shin Ho Choe;Zhiyang He;Aleksander Kubica;Eugene Tang,Yale University;Technical University of Munich;IQM Quantum Computers;Massachusetts Institute of Technology;Yale University;Northeastern University,"We investigate layer codes, a family of three-dimensional stabilizer codes that can achieve optimal scaling of code parameters and a polynomial energy barrier, as candidates for self-correcting quantum memories. First, we introduce two decoding algorithms for layer codes with provable guarantees for local stochastic and adversarial noise, respectively. We then prove that layer codes are partially self-correcting quantum memories. With memory times scaling exponentially in the linear size of the system, layer codes outperform the previously demonstrated subexponential scaling of the welded solid code. Notably, we argue that partial self-correction without the requirement of efficient decoding is more common than expected, as it arises from a diverging energy barrier. This draws a sharp distinction between partially self-correcting systems, and partially self-correcting memories. Another novel aspect of our work is an analysis of layer codes constructed from random Calderbank–Shor–Steane codes. We show that these random layer codes have optimal scaling (up to logarithmic corrections) of code parameters and a polynomial energy barrier. Finally, we present numerical studies of their memory times and report behavior consistent with partial self-correction.",,,,,,,Accepted,Shouzhen Gu,27 January,15:30,30
QIP,2026,contributed,Inverse Nonlinear Fast Fourier Transform: Closing A Chapter in Quantum Signal Processing,,Hongkang Ni;Rahul Sarkar;Lexing Ying;Lin Lin,"Stanford University;University of California, Berkeley;Stanford University;University of California, Berkeley","The nonlinear Fourier transform (NLFT) extends the classical Fourier transform by replacing addition with matrix multiplication. While the NLFT on $\mathrm{SU}(1,1)$ has been widely studied, its $\mathrm{SU}(2)$ variant has only recently attracted attention due to emerging applications in quantum signal processing (QSP) and quantum singular value transformation (QSVT). In this paper, we investigate the inverse NLFT on $\mathrm{SU}(2)$ and establish the numerical stability of the layer stripping algorithm for the first time under suitable conditions. Furthermore, we develop a fast and numerically stable algorithm, called inverse nonlinear fast Fourier transform, for performing inverse NLFT with near-linear complexity. This algorithm is applicable to computing phase factors for both QSP and the generalized QSP (GQSP).",2505.12615,,,,,,Accepted,Hongkang Ni,28 January,13:00,30
QIP,2026,contributed,Batched high-rate logical operations for quantum LDPC codes,,Qian Xu;Hengyun Zhou;Dolev Bluvstein;Madelyn Cain;Marcin Kalinowski;John Preskill;Mikhail D. Lukin;Nishad Maskara,California Institute of Technology;QuEra Computing Inc.;Harvard University;Harvard University;Harvard University;California Institute of Technology;Harvard University;Harvard University,"High-rate quantum LDPC (qLDPC) codes reduce space overhead by densely packing many
logical qubits into a single block of physical qubits. Here we extend such savings to computation by constructing batched fault-tolerant operations that apply the same logical gate across many code blocks in parallel. By leveraging shared physical resources to execute many logical operations in parallel, these operations realize high rates in space-time and significantly reduce computational costs. For arbitrary CSS qLDPC codes, we build batched gadgets with constant space-time overhead for (i) single-shot error correction and state preparation, (ii) code switching, and (iii) addressable Clifford gates. Using these batched gadgets we also construct parallel non-Clifford gates with low space-time cost. We outline principles for designing parallel quantum algorithms optimized for a batched architecture, and show in particular how lattice Hamiltonian dynamical simulations can be compiled efficiently. We also propose a near-term–friendly implementation using new self-dual Bivariate-Bicycle codes with high encoding rates (∼ 1/10), transversal Clifford gates, and global T gates, enabling Hamiltonian simulations with a lower space-time cost than analogous surface-code protocols and low-rate qLDPC protocols. These results open new paths toward scalable quantum computation via co-design of parallel quantum algorithms and high-rate fault-tolerant protocols.",,,,,,,Accepted,Qian Xu,29 January,16:30,30
QIP,2026,contributed,A Dobrushin condition for quantum Markov chains: Rapid mixing and conditional mutual information at high temperature,,Ainesh Bakshi;Allen Liu;Ankur Moitra;Ewin Tang,MIT;MIT;MIT;UC Berkeley,"A central challenge of quantum physics is to understand the structural properties of many-body systems, both in equilibrium and out of equilibrium. For classical systems, we have a unified perspective which connects structural properties of systems at thermal equilibrium to the Markov chain dynamics which mix to them. We lack such a perspective for quantum systems: many of the most fundamental ideas of the modern classical theory are notably absent from our quantum toolkit.

We develop a theory which brings the broad scope and flexibility of the classical theory to quantum Gibbs states at high temperature. At its core is a natural quantum analogue of Dobrushin’s condition; whenever this condition holds, a concise path-coupling argument proves rapid mixing for the corresponding Markovian evolution. The same machinery bridges dynamic and structural properties: rapid mixing yields exponential decay of CMI without restrictions on the size of the probed subsystems, resolving a central question in the theory of open quantum systems. Our key technical insight is an optimal transport viewpoint which couples the quantum dynamics to a linear differential equation, enabling precise control over how local deviations from equilibrium propagate to distant sites.",,,,,,,Accepted,,,,
QIP,2026,contributed,Free mutual information and ergodicity in operator space,,Shreya Vardhan;Jinzhao Wang,Caltech;Stanford University,"We introduce a quantity called the free mutual information (FMI), adapted from concepts in free probability theory, as a new physical measure of quantum chaos. This quantity captures the spreading of a time-evolved operator in the space of all possible operators in the Hilbert space, which is doubly exponential in the number of degrees of freedom. It thus provides a finer notion of operator spreading than the well-understood phenomenon of operator growth in physical space. We derive two central results which apply in any physical system: first, an explicit ``Coulomb gas’’ formula for the FMI in terms of the eigenvalues of the product operator $A(t)B$; and second, a general relation expressing the FMI as a weighted sum of all higher-point out-of-time-ordered correlators (OTOCs). This second result provides a precise information-theoretic interpretation for the higher-point OTOCs as collectively quantifying operator ergodicity and the approach to freeness. This physical interpretation is particularly useful in light of recent progress in experimentally measuring higher-point OTOCs. We identify universal behaviours of the FMI and higher-point OTOCs in a variety of chaotic systems, including random unitary circuits and chaotic spin chains, which indicate that spreading in the doubly exponential operator space is a generic feature of quantum many-body chaos. At the same time, the non-generic behavior of the FMI in various non-chaotic systems, including certain unitary designs, shows that there are cases where an operator spreads in physical space but remains localized in operator space. The FMI is thus a sharper diagnostic of chaos than the standard 4-point OTOC.",,,,,,,Accepted,,,,
QIP,2026,merged_contributed,An infinite hierarchy of multi-copy quantum learning tasks,,Jan Nöller;Viet Tran;Mariami Gachechildaze;Richard Kueng,TU Darmstadt;JKU Linz;TU Darmstadt;JKU Linz,"Learning properties of quantum states from measurement data is a fundamental
challenge in quantum information. The sample complexity of such tasks depends
crucially on the measurement primitive. While shadow tomography achieves sample-
efficient learning by allowing entangling measurements across many copies, it requires
prohibitively deep circuits. At the other extreme, two-copy measurements already yield
exponential advantages over single-copy strategies in tasks such as Pauli tomography.
In this work we show that such sharp separations extend far beyond the two-copy
regime: for every prime k we construct explicit learning tasks of degree k, which are
exponentially hard with (k − 1)-copy measurements but efficiently solvable with k-
copy measurements. Our protocols are not only sample-efficient but also realizable
with shallow circuits. Extending further, we show that such finite-degree tasks ex-
ist for all square-free integers k, pointing toward a general principle underlying their
existence. Together, our results reveal an infinite hierarchy of multi-copy learning prob-
lems, uncovering new phase transitions in sample complexity and underscoring the role
of reliable quantum memory as a key resource for exponential quantum advantage",,,,,,,AcceptedAsMerge,,,,
QIP,2026,contributed,Parallel Spooky Pebble Games and Regev's Factoring Algorithm,,Gregory D. Kahanamoku-Meyer;Seyoon Ragavan;Katherine Van Kirk,MIT;MIT;Harvard,"We define and study \emph{parallel spooky pebble games} in the context of carrying out an inherently sequential computation on a quantum computer, where reversibility is a concern. Previous work by Blocki, Holman, and Lee (TCC 2022) and Gidney studied the benefits offered by either parallelism or spookiness respectively; we show that these two resources can enable even more efficient guarantees when utilized in tandem. Specifically, we show that with parallelism and spookiness, a line graph of length $\ell$ can be pebbled in time $2\ell$ (which is exactly optimal) and space $\leq 2.47\log \ell$.

We show that these techniques can be applied to Regev's factoring algorithm (Journal of the ACM 2025) to obtain significant concrete improvements on previous implementations of the underlying arithmetic (Ragavan and Vaikuntanathan, CRYPTO 2024). For example, we can factor 4096-bit integers $N$ using a mod $N$ multiplication depth of 328, which outperforms the 680 required of previous variants of Regev and the 444 reported by Eker{\aa} and G{\""a}rtner (IACR Communications in Cryptology 2025) for Shor's algorithm. We believe our pebbling techniques will find applications in quantum cryptanalysis beyond integer factorization.",,,,,,,Accepted,,,,
QIP,2026,contributed,Fault-tolerant protocols through spacetime concatenation,,Yichen Xu;Arpit Dua,Cornell;Virginia Tech,"We introduce a framework called spacetime concatenation for fault-tolerant compilation of syn-
drome extraction circuits of stabilizer codes. This framework enables efficient compilation of syn-drome extraction circuits into dynamical codes through structured gadget layouts and encoding matrices, facilitating low-weight measurements while preserving logical information. This frame-work uses conditions that are sufficient for fault-tolerance of the dynamical code, including not measuring logical operators and preserving the spacetime distance. This framework goes beyond dynamical weight-reduction methods, which do not explicitly produce Floquet codes with nontrivial logical automorphisms. Using this fault-tolerant framework, we reproduce known Floquet codes such as the hon-eycomb Floquet code and the ruby lattice Floquet color code with nontrivial automorphisms and a fault-tolerant planar variant of the Floquet toric code. We also construct new explicit examples of dynamical codes, including a dynamical bivariate bicycle code and a dynamical Haah code. Be-yond constructing examples, we write a restricted equivalence relation which can be used to discuss classification and resource trade-offs of dynamical codes. Lastly, we demonstrate the adaptability of our framework to arbitrary qubit layouts and fabrication defects, making it well-suited for a hardware-first design approach.",2504.08918,,,,,,Accepted,Yichen Xu,30 January,16:00,30
QIP,2026,contributed,Hamiltonians and random unitaries,,Laura Cui;Liang Mao;Fernando Brandao;Hsin-Yuan Huang;Thomas Schuster,Caltech;Tsinghua University and Caltech;AWS Center for Quantum Computing and Caltech;Caltech and Google;Caltech and Google,"Haar-random unitaries are fundamental mathematical tools for understanding quantum many-body dynamics, yet they fail to obey basic physical constraints imposed by Hamiltonians. In this work, we explore how to reconcile random unitary models with physical constraints imposed by Hamiltonians, addressing the central question: Can we efficiently generate random unitaries while obeying Hamiltonian constraints? First, we consider the role of energy conservation in the setting where the Hamiltonian $H$ is completely known. There, we show that energy-conserving pseudorandom unitaries (PRUs) exist for random local commuting Hamiltonians, assuming quantum-secure one-way functions exist. However, we also prove that energy-conserving PRUs do not exist for some local translation-invariant Hamiltonians, even in one-dimensional systems. Furthermore, we show that determining whether energy-conserving PRUs exist for a family of Hamiltonians is undecidable. Second, we consider Hamiltonian time dynamics itself when there is incomplete knowledge of $H$. In this setting, we prove that random unitaries $e^{-iHt}$ generated from any ensemble of constant-local Hamiltonians $H$ cannot form approximate unitary designs or PRUs. This barrier vanishes when we relax locality: we construct an ensemble of polylog-local Hamiltonians $H$ that generates short-time dynamics which form both a unitary design and a PRU. Our results reveal fundamental computational barriers emerging from energy conservation constraints, highlighting the tension between common models of ergodicity and the structure of physical dynamics.",,,,,,,Accepted,Laura Cui,28 January,14:00,30
QIP,2026,contributed,"Haar random codes attain the quantum Hamming bound, approximately",,Fermi Ma;Xinyu Tan;John Wright,UC Berkeley;MIT;UC Berkeley,"We study the error correcting properties of Haar random codes, in which a $K$-dimensional code space $\bC \subseteq \C^N$ is chosen at random from the Haar distribution. Our main result is that Haar random codes can approximately correct errors up to the quantum Hamming bound,
meaning that a set of $m$ Pauli errors can be approximately corrected so long as $mK \ll N$. This is the strongest bound known for any family of quantum error correcting codes (QECs), and continues a line of work showing that approximate QECs can significantly outperform exact QECs [LNCY97,CGS05,BGG24]. Our proof relies on a recent matrix concentration result of Bandeira, Boedihardjo, and van Handel [BBV23].",,,,,,,Accepted,Fermi Ma,26 January,16:00,30
QIP,2026,contributed,Mechanisms for Quantum Advantage in Global Optimization of Nonconvex Functions,,Dylan Herman;Guneykan Ozgul;Anuj Apte;Junhyung Lyle Kim;Anupam Prakash;Jiayu Shen;Shouvanik Chakrabarti,JPMorganChase;JPMorganChase;JPMorganChase;JPMorganChase;JPMorganChase;JPMorganChase;JPMorganChase,"We introduce new theoretical mechanisms for quantum speedup in the global optimization of nonconvex functions, broadening the scope of quantum advantage beyond traditional tunneling-based explanations. By establishing a rigorous correspondence between the spectral properties of Schrödinger operators and classical Langevin diffusion, we identify regimes where a real-space adiabatic algorithm (RsAA) can significantly outperform classical stochastic gradient-based methods. Leveraging this connection and novel non-asymptotic versions of well-known semi-classical results, we provide polynomial (in the dimension $d$) runtime bounds for RsAA on rotated block-separable functions, and offer theoretical evidence that black-box classical algorithms require exponential time for optimization in these settings, thereby generalizing and formalizing prior work by Leng et al (arXiv:2311.00811). While we can design certain specialized, structure-aware classical algorithms that can efficiently optimize these functions, we further show that the quantum ground state exhibits remarkable robustness to nontrivial perturbations. Leveraging recent advances in the study of the hypercontractivity of Schr\""{o}dinger operators, we construct new families of nonconvex functions for which RsAA achieves polynomial-time optimization, whereas both off-the-shelf and structure-aware classical algorithms incur exponential computational costs.  These results provide new insight into quantum-classical separations in nonconvex optimization and highlight tractable and general pathways to advantage in this setting.",,,,,,,Accepted,Dylan Herman,26 January,14:30,30
QIP,2026,contributed,"Quantum Relative Entropy Decay Composition Yields Shallow, Unstructured k-Designs",,Nicholas Laracuente,Indiana University,"A major line of questions in quantum information and computing asks how quickly locally random circuits converge to resemble global randomness. In particular, approximate k-designs are random unitary ensembles that resemble random circuits up to their first k moments. It was recently shown that on n qudits, random circuits with slightly structured architectures converge to k-designs in depth O(log n), even on one-dimensional connectivity. It has however remained open whether the same shallow depth applies more generally among random circuit architecture and connectivity, or if the structure is truly necessary. We recall the study of exponential relative entropy decay, another topic with a long history in quantum information theory. We show that a constant number of layers of a parallel random circuit on a family of architectures including one-dimensional `brickwork' has O(1 / logn) per-layer multiplicative entropy decay. We further show that on general connectivity graphs of bounded degree, randomly placed gates achieve O(1 / nlogn)-decay (consistent with log n depth convergence). Both of these results imply that random circuit ensembles with O(polylog(n)) average depth achieve k-designs in diamond norm. Hence our results address the question of whether extra structure is truly necessary for log-depth convergence. Furthermore, the relative entropy recombination techniques might be of independent interest.",,,,,,,Accepted,Nicholas Laracuente,30 January,16:00,30
QIP,2026,contributed,Average-Case Hardness and Reducibility of Decoding Quantum Stabilizer Codes,,Andrey Khesin;Jonathan Lu;Alexander Poremba;Yihui Quek;Akshar Ramkumar;Peter Shor;Vinod Vaikuntanathan,University of Oxford;MIT;Boston University;EPFL;Caltech;MIT;MIT,"Random classical linear codes are widely believed to be hard to decode, exponentially so at constant coding rate. If the rate vanishes asymptotically sufficiently rapidly, slightly sub-exponential decoding algorithms are known. By contrast, the complexity of decoding a random quantum stabilizer code has remained an open question for quite some time. This work closes the gap in our understanding of the algorithmic hardness of decoding random quantum versus random classical codes. We prove that decoding a random stabilizer code with even a single logical qubit is at least as hard as decoding a random classical code at constant rate—the maximally hard regime. This result suggests that the easiest random quantum decoding problem is at least as hard as the hardest random classical decoding problem, and shows that any sub-exponential algorithm decoding a typical stabilizer code, at any coding rate, would immediately imply a breakthrough in cryptography.

More generally, we also characterize many other complexity-theoretic properties of stabilizer codes. While classical decoding admits a random self-reduction, we prove significant barriers for the existence of random self-reductions in the quantum case. This result follows from new bounds on Clifford entropies and Pauli mixing times, which may be of independent interest. As a complementary result, we demonstrate various other self-reductions which are in fact achievable, such as between search and decision. Our work also demonstrates several ways in which quantum phenomena, such as quantum degeneracy, force several reasonable definitions of stabilizer decoding—all of which are classically identical—to have distinct or non-trivially equivalent complexity.",,,,,,,Accepted,Andrey Khesin,27 January,16:00,30
QIP,2026,contributed,Nonlocality of Quantum States Can be Transitive,,Kai-Siang Chen;Gelo Noel M. Tabia;Chung-Yun Hsieh;Yu-Chun Yin;Yeong-Cherng Liang,"National Cheng Kung University, Taiwan;Hon Hai (Foxconn) Research Institute, Taiwan;University of Bristol, United Kingdom;National Yang Ming Chiao Tung University, Taiwan;National Cheng Kung University, Taiwan","As a striking manifestation of quantum entanglement, nonlocality has long played a pivotal role in shaping our understanding of the quantum world. When considering a Bell test involving three parties, we may even find a remarkable situation where the nonlocality in two bipartite subsystems forces the remaining bipartite subsystem to exhibit nonlocality. This intriguing effect, dubbed nonlocality transitivity, was first identified in the non-quantum non-signaling world in 2011. However, whether such transitivity could manifest within quantum theory has remained unresolved—until now. Here, we provide the first affirmative answer to this open problem at the level of quantum states, thereby showing that there exists a quantum-realizable notion of nonlocality transitivity. Specifically, by leveraging the possibility of Bell-inequality violation by tensoring, we analytically construct a pair of nonlocal bipartite states such that simultaneously realizing them in a tripartite system induces nonlocality in the remaining bipartite subsystem. En route to showing this, we also prove that multiple copies of the W-state marginals uniquely determine the global compatible state, thus establishing another instance when the parts determine the whole. Surprisingly, the nonlocality transitivity of quantum states also occurs among the reduced states of Haar-random three-qutrit pure states. We further show that the transitivity of quantum steering can already be demonstrated with the marginals of a three-qubit W state, showing again another noteworthy difference between the two forms of quantum correlations. Finally, we present a simple method to construct quantum states and correlations that are nonlocal in all their non-unipartite marginals, which may be of independent interest.",2412.10505,,,,,,Accepted,Kai-Siang Chen,29 January,16:00,30
QIP,2026,merged_contributed,The debiased Keyl's algorithm: a new unbiased estimator for full state tomography,,Angelos Pelecanos;Jack Spilecki;John Wright,UC Berkeley;UC Berkeley;UC Berkeley,"In the problem of quantum state tomography, one is given $n$ copies of an unknown rank-$r$ mixed state $\rho \in \C^{d \times d}$ and asked to produce an estimator $\widehat{\brho}$ of $\rho$ which is close to it. One of the most basic and useful properties a statistical estimator can have is that of being \emph{unbiased}, meaning that $\widehat{\brho}$ is equal to the true state $\rho$ in expectation.
    
Unfortunately, of the three estimators for tomography which are known to be either sample-optimal or almost sample-optimal, namely Keyl's algorithm~\cite{Key06} and the two tomography algorithms from~\cite{HHJ+16}, none of them produce unbiased estimators. This situation has recently been highlighted as a bottleneck in several important tomographic applications~\cite{CLL24a,CLL24b}.
    
In this work, we present the \emph{debiased Keyl's algorithm}, the first estimator for full state tomography which is both unbiased and sample-optimal. Our algorithm is the result of taking Keyl's algorithm and carefully modifying it in order to correct for its bias. In addition, we derive an explicit formula for the second moment of our estimator which is simple and easy to use. Using it, we show the following applications.
\begin{itemize}
        \item[$\circ$] We show that $n = O(rd/\epsilon^2)$ copies are sufficient to learn a rank-$r$ mixed state $\rho \in \C^{d \times d}$ to trace distance error $\epsilon$. This gives a new proof of the main result of~\cite{OW16} and matches the lower bound of~\cite{SSW25}.
        \item[$\circ$] We then improve this result and show that $n = O(rd/\epsilon^2)$ copies are sufficient to learn to error $\epsilon$ in the more challenging Bures distance. This is optimal due to the lower bound of~\cite{Yue23} and improves on the best known bound of $n = \widetilde{O}(rd/\epsilon^2)$ from prior work~\cite{HHJ+16,OW17a,FO24}.
        \item[$\circ$] We consider the scenario of full state tomography with limited entanglement, in which one is given $n$ copies of $\rho$ but only allowed to perform entangled measurements across $k$ of them at a time. We show that 
        \begin{equation*}
            n =O\left(\max \left(\frac{d^3}{\sqrt{k}\epsilon^2}, \frac{d^2}{\epsilon^2} \right) \right)
        \end{equation*}
        copies of $\rho$ suffice to learn $\rho$ to trace distance error $\epsilon$ in this scenario.
        This improves on the prior work of \cite{CLL24a} and matches their lower bound which holds for $k \leq 1/\epsilon^c$, where $c$ is a constant.
        \item[$\circ$] In the problem of shadow tomography, one is given $m$ observables $O_1, \ldots, O_m$, and the goal is to estimate each quantity $\tr(O_i \cdot \rho)$ up to $\epsilon$ error.
        If $\Vert O_i \Vert_{\infty} \leq 1$ for all $i$, we show that $O(\log(m)/\epsilon^2)$ copies are sufficient to solve this task in the ``high accuracy regime'' when $\epsilon = O(1/d)$. This improves a result of~\cite{CLL24b}, who showed this bound holds when $\epsilon = O(1/d^{12})$.
        More generally, we show that
        if $\tr(O_i^2) \leq F$ for all $i$, then
        \begin{equation*}
            n = O\Big(\log(m) \cdot \Big(\min\Big\{\frac{\sqrt{r F}}{\epsilon}, \frac{F^{2/3}}{\epsilon^{4/3}}\Big\} + \frac{1}{\epsilon^2}\Big)\Big)
        \end{equation*}
        copies suffice to solve this task.
        This improves on a result of~\cite{GLM24}, who showed a bound of $n = O(\log(m) \cdot \sqrt{rF}/\epsilon^2)$, and disproves a conjecture of~\cite{CLL24b}.
        \item[$\circ$] Our final application is to the field of quantum metrology. In quantum metrology, one is provided copies of a mixed state $\rho_{\theta}$ parameterized by a vector $\theta \in \R^n$, and the goal is to estimate the parameter $\theta$. An algorithm is \emph{locally unbiased} at a parameter $\theta^*$ if, roughly, it is unbiased given $\rho_{\theta}$ when $\theta$ is in a small neighborhood around $\theta^*$. 
        The quantum Cramér–Rao bound states that the mean squared error matrix (MSEM) of any locally unbiased algorithm is lower bounded by the inverse of the Quantum Fisher Information (QFI) matrix.
        We give a locally unbiased algorithm whose MSEM is \emph{upper bounded} by twice the inverse of the QFI matrix in the asymptotic limit of large $n$, which is optimal.
    \end{itemize}",,,,,,,AcceptedAsMerge,,,,
QIP,2026,contributed,A Quantum Time-Space Tradeoff for Directed st-Connectivity,,Stacey Jeffery;Galina Pass,"CWI, QuSoft & University of Amsterdam;QuSoft & University of Amsterdam","Directed $st$-connectivity (DSTCON) is the problem of deciding if there exists a directed path between a pair of distinguished vertices $s$ and $t$ in an input directed graph. This problem appears in many algorithmic applications, and is also a fundamental problem in complexity theory, due to its ${\sf NL}$-completeness. We show that for any $S\geq \log^2(n)$, there is a quantum algorithm for DSTCON using space $S$ and time $T\leq 2^{\frac{1}{2}\log(n)\log(n/S)+o(\log^2(n))}$, which is an (up to quadratic) improvement over the best classical algorithm for any $S=o(\sqrt{n})$. Of the $S$ total space used by our algorithm, only $O(\log^2(n))$ is quantum space -- the rest is classical. This effectively means that we can tradeoff classical space for quantum time.",,,,,,,Accepted,Stacey Jeffery,30 January,11:30,30
QIP,2026,contributed,On the optimization of quantum divergences,,Gereon Kossmann;René Schwonnek;Mario Berta;Mark M. Wilde,"RWTH Aachen University;Leibniz University Hannover;RWTH Aachen University;School of Electrical and Computer Engineering, Cornell University","Many fundamental quantities in quantum information processing are instances of quantum divergences - functionals on quantum states that satisfy natural axioms grounded in information-theoretic principles. Recently, a new class of divergences - the f-divergences - has gained prominence in quantum information theory and received operational interpretations, while being long established in the classical setting. Furthermore, Frenkel showed that the Umegaki relative entropy is a special case of a quantum f-divergence for the function f(x) = x log x; building on this, Hirche et al. introduced a parameterized family of f-divergences that, in appropriate regimes, recovers the sandwiched and Petz relative entropies as regularizations. Taken together, these results reveal a tight link between the best-understood quantum divergences - the Umegaki, Petz, and sandwiched relative entropies - on a technical level and the general class of f-divergences, thereby strongly motivating a program that connects f-divergences to concrete quantum information tasks as already started by Cheng et al. 

In this contribution, we develop a variational formulation that approximates general quantum f-divergences to arbitrary precision. These approximations yield  (i) efficient evaluation of the quantum relative entropy of channels and already used as the core numerical method in quantum many body physics and (ii) computation of asymptotic key rates in DIQKD in particular in the scenario of two switches in routed Bell scenarios.","2404.17016, 2410.16362, 2411.04858, to appear on the  by October 10",,,,,,Accepted,Gereon Koßmann,27 January,13:30,30
QIP,2026,plenary,"Single-Shot, Universal Protocols via Code Switching",,Michael Gullans;Yifan Hong;Min-Hsiu Hsieh;Ting-Chun Lin;Shi Jie Samuel Tan,"NIST & U. Maryland;University of Maryland, College Park;Hon Hai Research Institute;UC San Diego & Hon Hai Research Institute;University of Maryland, College Park","Code switching is a powerful technique in quantum error correction that allows one to leverage the complementary strengths of different codes to achieve fault-tolerant universal quantum computation. However, existing code-switching protocols which encapsulate recent generalized lattice surgery approaches often either require many rounds of measurements to ensure fault-tolerance or suffer from low code rates. We present a single-shot, universal protocol that uses code-switching between high-rate quantum codes to perform fault-tolerant quantum computation. To our best knowledge, our work contains the first universal fault-tolerant quantum computation protocol that achieves what we term single-shot universality that is characterized by (i) single-shot error correction, (ii) single-shot state preparation, as well as (iii) logical gates and logical measurements with constant depth circuits. We achieve this by showing how to perform single-shot code switching between high-rate homological product codes by developing a generalization of Bombin's dimensional jump for color codes and Hillmann et al.'s single-shot lattice surgery for higher-dimensional topological codes. We introduce a vastly simpler recipe to construct 3D homological product codes with transversal CCZ gates that grants immense flexibility in the choice of expander graphs and local codes, allowing us to expand the search space for codes with good parameters and interesting logical gates. Our work opens an alternative path towards universal fault-tolerant quantum computation with low space-time overhead by circumventing the need for magic state distillation.",,,,,,,AcceptedAsMergedPlenary,,,,
QIP,2026,contributed,Universal tradeoff relations between resource cost and irreversibility of channels: General-resource Wigner-Araki-Yanase theorems and beyond,,Hiroyasu Tajima;Koji Yamaguchi;Ryuji Takagi;Yui Kuramochi,Kyushu University;Kyushu University;The University of Tokyo;Kyushu University,"Quantum technologies offer exceptional---sometimes almost magical---speed and performance, yet every quantum process costs physical resources. Designing next-generation quantum devices, therefore, depends on solving the following question: which resources, and in what amount, are required to implement a desired quantum process? Casting the problem in the language of quantum resource theories, we prove a universal cost-irreversibility tradeoff: the lower the irreversibility of a quantum process, the greater the required resource cost for its realization. The trade-off law holds for a broad range of resources---energy, magic, asymmetry, coherence, athermality,  and others---yielding lower bounds on resource cost of any quantum channel.
Its broad scope positions this result as a foundation for deriving the following key results: (1) we show a universal relation between the energetic cost and the irreversibility for arbitrary channels, encompassing the energy-error tradeoff for any measurement or unitary gate; (2) we extend the energy-error tradeoff to free energy and work costs; (3) we extend the Wigner-Araki-Yanase theorem, which is the universal limitation on measurements under conservation laws, to a wide class of resource theories: the probability of failure in distinguishing resourceful states via a measurement is inversely proportional to its resource cost; (4) we prove that infinitely many resource-non-increasing operations in fact require an infinite implementation cost. These findings reveal a universal relationship between quantumness and irreversibility, providing a first step toward a general theory that explains when---and how---quantumness can suppress irreversibility.",2507.23760,,,,,,Accepted,,,,
QIP,2026,contributed,Gluing Random Unitaries with Inverses,,Prabhanjan Ananth;John Bostanci;Aditya Gulati;Yao-Ting Lin,UCSB;Columbia University;UCSB;UCSB,"Gluing theorem for random unitaries [Schuster, Haferkamp, Huang, QIP 2025] have found numerous applications, including designing low depth random unitaries [Schuster, Haferkamp, Huang, QIP 2025], random unitaries in QAC0 [Foxman, Parham, Vasconcelos, Yuen'25] and generically shortening the key length of pseudorandom unitaries [Ananth, Bostanci, Gulati, Lin EUROCRYPT'25].  We present an alternate method of combining Haar random unitaries from the gluing lemma from [Schuster, Haferkamp, Huang, QIP 2025] that is secure against adversaries with inverse query access to the joined unitary. As a consequence, we show for the first time that strong pseudorandom unitaries can generically have their length extended, and can be constructed using only O(n^(1/c)) bits of randomness, for any constant c, if strong pseudorandom unitaries exists.",,,,,,,Accepted,Prabhanjan Ananth,28 January,14:00,30
QIP,2026,contributed,Breaking the Treewidth Barrier in Quantum Circuit Simulation with Decision Diagrams,,Bin Cheng;Ziyuan Wang;Longxiang Yuan;Ruixuan Deng;Jianxin Chen;Zhengfeng Ji,National University of Singapore;Tsinghua University;Tsinghua University;Tsinghua University;Tsinghua University;Tsinghua University,"Classical simulation of quantum circuits is a critical tool for validating
quantum hardware and probing the boundary between classical and quantum
computational power. Existing state-of-the-art methods, notably tensor network 
approaches, have computational costs governed by the treewidth of the
underlying circuit graph, making circuits with large treewidth intractable. This
work rigorously analyzes FeynmanDD, a decision diagram-based simulation
method proposed in CAV 2025 by a subset of the authors, and shows that the
size of the multi-terminal decision diagram used in FeynmanDD is exponential
in the linear rank-width of the circuit graph. As linear rank-width can be
substantially smaller than treewidth and is at most larger than the treewidth by
a logarithmic factor, our analysis demonstrates that FeynmanDD outperforms
all tensor network-based methods for certain circuit families. We also show that
the method remains efficient if we use the Solovay-Kitaev algorithm to expand
arbitrary single-qubit gates to sequences of Hadamard and T gates, essentially
removing the gate-set restriction posed by the method.",2509.08276,,,,,,Accepted,Bin Cheng,29 January,14:00,30
